paper number,doi,strain,strain type,product,product titer,medium,carbon source,carbon source concentration,vessel and feed mode,ph,oxygen level,parent strain,time,temperature,knock out gene,overexpress gene,heterologous gene,check
p13,10.1007.s00253-012-4308-5,GALG11,E. coli,plasmid DNA (pDNA) (plasmid DNA),13.1 mg/g DCW,Rich,Glucose,5 + 10 g/L,Batch,7.1,Not specified,MG1655ΔendAΔrecA,24 h,37 °C,endA;pykA;recA,,,yes
,,,,,,,,,,,,,,,,,,
p14,10.1007.s00253-012-4485-2,BL21 (pET-32a-ispS&amp;pET-30a-dxr),Escherichia coli,isoprene (isoprene),0.54 mg g⁻¹ h⁻¹,LB,Not specified,Not specified,Batch culture,,,BL21,2 h,37 °C,,dxr;ispS,ispS,yes
p14,10.1007.s00253-012-4485-2,BL21 (pET-32a-ispS&amp;pET-30a-idi),Escherichia coli,isoprene (isoprene),1.04 mg g⁻¹ h⁻¹,LB,Not specified,Not specified,Batch culture,,,BL21,2 h,37 °C,,idi;ispS,ispS,yes
,,,,,,,,,,,,,,,,,,
p15,10.1007.s00253-014-5895-0,BY4741 w/ CAD,Saccharomyces,itaconic acid (itaconic acid),59 mg/L,YSC media,glucose,20 g/L,shake flask,-,ambient,,3 days,30 °C,,,,OE
p15,10.1007.s00253-014-5895-0,Δade3,Saccharomyces,itaconic acid (itaconic acid),90 mg/L,YSC-URA-gal,galactose,20 g/L,shake flask,-,ambient,,3 days,30 °C,,,,KO OE
p15,10.1007.s00253-014-5895-0,Δade3 Δbna2,Saccharomyces,itaconic acid (itaconic acid),122 mg/L,YSC-URA-gal,galactose,20 g/L,shake flask,-,ambient,,3 days,30 °C,,,,KO OE
p15,10.1007.s00253-014-5895-0,Δade3 Δbna2 Δtes1,Saccharomyces,itaconic acid (itaconic acid),126 mg/L,YSC-URA-gal,galactose,20 g/L,shake flask,-,ambient,,3 days,30 °C,,,,KO OE
p15,10.1007.s00253-014-5895-0,Δade3 Δbna2 Δtes1*,Saccharomyces,itaconic acid (itaconic acid),168 mg/L,YSC media,glucose,20 g/L,"shake flask, high-density",-,ambient,,3 days,30 °C,,,,KO OE
,,,,,,,,,,,,,,,,,,
p16,10.1007.s00253-017-8202-z,BY/tpi25/gpd1gpp2f/fps1m/ilv2,Saccharomyces cerevisiae,ethanol (Ethanol),29.4 g/L,YNB,glucose,100 g/L,batch,,anaerobic,BY/tpi25,,30 °C,TPI1,FPS1;FPS1m;GPD1;GPD1-GPP2;GPD1-GPP2fus;GPD1-GPP2fusion;GPP2;ILV2,,yes
p16,10.1007.s00253-017-8202-z,BY/tpi25/gpd1gpp2f,Saccharomyces cerevisiae,glycerol (glycerol),0.124 g of glycerol/g of consumed glucose,YNB,glucose,50 g/L,batch,,micro-aerobic,BY/tpi25,,30 °C,TPI1,GPD1;GPD1-GPP2;GPD1-GPP2fus;GPD1-GPP2fusion;GPP2,,yes
p16,10.1007.s00253-017-8202-z,BY/tpi25/gpd1gpp2f/fps1m,Saccharomyces cerevisiae,glycerol (glycerol),0.193 g of glycerol/g of the consumed glucose,YNB,glucose,50 g/L,batch,,micro-aerobic,BY/tpi25,,30 °C,TPI1,FPS1;FPS1m;GPD1;GPD1-GPP2;GPD1-GPP2fus;GPD1-GPP2fusion;GPP2,,yes
p16,10.1007.s00253-017-8202-z,BY/tpi25/gpd1gpp2f/fps1m/ilv2,Saccharomyces cerevisiae,glycerol (glycerol),0.212 g of glycerol/g of the consumed glucose,YNB,glucose,50 g/L,batch,,micro-aerobic,BY/tpi25,,30 °C,TPI1,FPS1;FPS1m;GPD1;GPD1-GPP2;GPD1-GPP2fus;GPD1-GPP2fusion;GPP2;ILV2,,yes
p16,10.1007.s00253-017-8202-z,BY/gpd1gpp2f,Saccharomyces cerevisiae,glycerol (glycerol),11 g/L,YNB,glucose,100 g/L,batch,,micro-aerobic,BY4742,,30 °C,,GPD1;GPD1-GPP2;GPD1-GPP2fus;GPD1-GPP2fusion;GPP2,,yes
p16,10.1007.s00253-017-8202-z,BY/tpi25/gpd1gpp2f,Saccharomyces cerevisiae,glycerol (glycerol),13 g/L,YNB,glucose,100 g/L,batch,,micro-aerobic,BY/tpi25,,30 °C,TPI1,GPD1;GPD1-GPP2;GPD1-GPP2fus;GPD1-GPP2fusion;GPP2,,yes
p16,10.1007.s00253-017-8202-z,BY/tpi25/gpd1gpp2f/fps1m/ilv2,Saccharomyces cerevisiae,glycerol (glycerol),16.3 g/L,YNB,glucose,100 g/L,batch,,anaerobic,BY/tpi25,,30 °C,TPI1,FPS1;FPS1m;GPD1;GPD1-GPP2;GPD1-GPP2fus;GPD1-GPP2fusion;GPP2;ILV2,,yes
p16,10.1007.s00253-017-8202-z,BY/tpi25/gpd1gpp2f/fps1m,Saccharomyces cerevisiae,glycerol (glycerol),19 g/L,YNB,glucose,50 g/L,batch,,micro-aerobic,BY/tpi25,,30 °C,TPI1,FPS1;FPS1m;GPD1;GPD1-GPP2;GPD1-GPP2fus;GPD1-GPP2fusion;GPP2,,yes
p16,10.1007.s00253-017-8202-z,BY/tpi25/gpd1gpp2f/fps1m/ilv2,Saccharomyces cerevisiae,glycerol (glycerol),4.7 times (under anaerobic conditions),YNB,glucose,100 g/L,batch,,anaerobic,BY/tpi25,,30 °C,TPI1,FPS1;FPS1m;GPD1;GPD1-GPP2;GPD1-GPP2fus;GPD1-GPP2fusion;GPP2;ILV2,,yes
p16,10.1007.s00253-017-8202-z,BY/gpd1,Saccharomyces cerevisiae,glycerol (glycerol),8 g/L,YNB,glucose,100 g/L,batch,,micro-aerobic,BY4742,,30 °C,,GPD1,,yes
,,,,,,,,,,,,,,,,,,
p17,10.1007.s00253-018-09588-9,WE269,Escherichia coli,ethanol (Ethanol),3.38 g/L,M9 minimal medium,glucose,5% (w/v),5-L bioreactor,7.0,Anaerobic,W3110,30,,,,,yes
p17,10.1007.s00253-018-09588-9,E. coli W3110,Escherichia coli,formate (formate),0.22 g/L,M9 minimal medium,glucose,5% (w/v),100 mL anaerobic bottle,7.0,Anaerobic,,48,,,,,yes
p17,10.1007.s00253-018-09588-9,WE269,Escherichia coli,formate (formate),0.90 g/L,M9 minimal medium,glucose,5% (w/v),100 mL anaerobic bottle,7.0,Anaerobic,W3110,48,,,,,yes
p17,10.1007.s00253-018-09588-9,W3110,Escherichia coli,ethanol (Ethanol),0.63 g/L,M9 minimal medium,glucose,5% (w/v),100 mL anaerobic bottle,7.0,Anaerobic,,6,,,,,yes
p17,10.1007.s00253-018-09588-9,BW100,Escherichia coli,succinate (succinic acid),1.92 g/L,M9 minimal medium,glucose,5% (w/v),5-L bioreactor,7.0,Anaerobic,WE269,72,,pflB,,,yes
p17,10.1007.s00253-018-09588-9,WE269,Escherichia coli,acetate (acetate),1.18 g/L,M9 minimal medium,glucose,5% (w/v),5-L bioreactor,7.0,Anaerobic,W3110,Not specified,,,,,yes
,,,,,,,,,,,,,,,,,,
p18,10.1007.s00253-020-10381-w,S. lincolnensis LCGL,Streptomyces lincolnensis,lincomycin (lincomycin),Increased by 24% relative to LCGL,Fermentation medium,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,,strain gene
p18,10.1007.s00253-020-10381-w,S. lincolnensis LCGL,Streptomyces lincolnensis,lincomycin (lincomycin),33% higher than that of LCGL,Fermentation medium,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,,strain gene
p18,10.1007.s00253-020-10381-w,S. lincolnensis LA219X,Streptomyces lincolnensis,lincomycin (lincomycin),Increased by 20% over LA219X,Fermentation medium,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,,strain gene
,,,,,,,,,,,,,,,,,,
p19,10.1007.s00253-020-10819-1,SH274,Escherichia coli,isobutanol (isobutanol),1.3 g/L,M9,Glucose,40 g/L,Shake flask,,Micro-aerobic,JW74,48 h,37 °C,lacZ,AdhA;AlsS;IlvC;IlvD;KivD,AlsS;KivD;adhA,yes
p19,10.1007.s00253-020-10819-1,SH279,Escherichia coli,isobutanol (isobutanol),5.5 g/L,M9,Glucose,40 g/L,Shake flask,,Micro-aerobic,JW74,48 h,37 °C,lacZ,AdhA;AlsS;IlvC;IlvD;KivD,AlsS;KivD;adhA,yes
,,,,,,,,,,,,,,,,,,
p20,10.1007.s00449-015-1440-5,S. inulinus YBS1-5,Sporolactobacillus inulinus,DLA (d-lactic acid),130.9 g/L,Basic fermentation medium,Glucose,150 g/L,Batch,Neutral*,Not specified***,,96 h**,37 °C,,,,yes
p20,10.1007.s00449-015-1440-5,S. inulinus YBS1-5,Sporolactobacillus inulinus,DLA (d-lactic acid),70.7 g/L,Corn stover hydrolysate,Glucose & Xylose,"95.4 g/L glucose, 41.8 g/L xylose",Batch,Not specified****,Not specified***,,108 h,37 °C,,,,yes
,,,,,,,,,,,,,,,,,,
p21,10.1007.s10295-005-0206-5,YSB121(pKK313),Escherichia coli,acetate (acetate),decreased substantially in strain YSB121(pKK313) with all three carbon sources,LB broth,"glucose, sorbitol, xylose",40 g/L,"250-mL capped flasks, microaerobic",7.4*,limited,YBS121,-,37°C,ackA;pta,PEPC,PEPC,yes
p21,10.1007.s10295-005-0206-5,GJT(pKK313),Escherichia coli,ethanol (ethanol),62% over glucose,LB broth + 40 mM IPTG + 50 mg/L Ampicillin,glucose,40 g/L,"45-mL capped tubes, anaerobic",7.4**,none,GJT001,-,37°C,,PEPC,PEPC,yes
p21,10.1007.s10295-005-0206-5,GJT(pKK313),Escherichia coli,ethanol (ethanol),75% higher,LB broth + 40 mM IPTG + 50 mg/L Ampicillin,sorbitol,40 g/L,"45-mL capped tubes, anaerobic",7.4**,none,GJT001,-,37°C,,PEPC,PEPC,yes
,,,,,,,,,,,,,,,,,,
p22,10.1007.s10295-010-0766-x,E. coli BL21/pGEX-GALNS,Escherichia coli,recombinant GALNS enzyme (rGALNS) (recombinant N-acetylgalactosamine-6-sulfate sulfatase),0.067 U mg–1,MGM,Glucose,20 g l⁻¹,Bench scale reactor,7.2,2.5 STPLPM,E. coli BL21,2 h induction after 12 h culture,19°C,,GALNS,GALNS,yes
p22,10.1007.s10295-010-0766-x,E. coli BL21/pGEX-GALNS,Escherichia coli,recombinant GALNS enzyme (rGALNS) (recombinant N-acetylgalactosamine-6-sulfate sulfatase),0.078 U mg–1,MGM,Glucose,20 g l⁻¹,Bench scale reactor,7.2,2.5 STPLPM,E. coli BL21,4 h induction after 12 h culture,19°C,,GALNS,GALNS,yes
p22,10.1007.s10295-010-0766-x,E. coli BL21/pGEX-GALNS,Escherichia coli,rGALNS enzyme (recombinant N-acetylgalactosamine-6-sulfate sulfatase),0.067 U mg⁻¹,MGM,Glucose,20 g l⁻¹,Shake flask,7.2,-,E. coli BL21,12 h,37°C,,GALNS,GALNS,yes
p22,10.1007.s10295-010-0766-x,E. coli BL21/pGEX-GALNS,Escherichia coli,rGALNS enzyme (recombinant N-acetylgalactosamine-6-sulfate sulfatase),0.078 U mg⁻¹,MGM,Glucose,20 g l⁻¹,Shake flask,7.2,-,E. coli BL21,Induction 4 h after 12 h culture,37°C,,GALNS,GALNS,yes
,,,,,,,,,,,,,,,,,,
p23,10.1007.s10295-016-1822-y,S. hygroscopicus 5008,Streptomyces,Validamycin A (Val-A) (Validamycin A),17.82 ± 0.88 g l⁻¹,Liquid paraffin,Corn powder,100 g l⁻¹,Shake flask,,Liquid paraffin,,,,,afsR;soxR;ugp;valABC;valG;valKlMN,,OE
,,,,,,,,,,,,,,,,,,
p24,10.1007.s10295-016-1872-1,ADP1pykF,Acinetobacter baylyi,WEs (wax esters),0.006 ± 0.000 mol/mol,Medium supplemented with 50 g/l glucose,Glucose,50 g/l,Batch,,,A. baylyi ADP1,26 h,30 °C,,pykF,,yes
p24,10.1007.s10295-016-1872-1,ADP1ΔrmlA_pykF,Acinetobacter baylyi,WEs (wax esters),0.011 ± 0.001 mol/mol,Medium supplemented with 50 g/l glucose,Glucose,50 g/l,Batch,,,ADP1ΔrmlA,26 h,30 °C,rmlA,pykF,,yes
p24,10.1007.s10295-016-1872-1,ADP1ΔrmlA_pykF,Acinetobacter baylyi,WEs (wax esters),0.056 ± 0.005 g/g,Same as above,Glucose,50 g/l,Batch,Lower,,ADP1ΔrmlA,26 h,30 °C,rmlA,pykF,,yes
p24,10.1007.s10295-016-1872-1,ADP1pykF,Acinetobacter baylyi,Total lipids (Total lipids),0.055 ± 0.002 g/g,Same as above,Glucose,50 g/l,Batch,,,A. baylyi ADP1,26 h,30 °C,,pykF,,yes
,,,,,,,,,,,,,,,,,,
p25,10.1007.s10295-020-02319-y,E. coli W,Escherichia coli,isobutanol (isobutanol),4.9 ± 0.4 g l<sup>−1</sup>,Defined medium,Glucose,50 g l<sup>−1</sup>,"Batch, microaerobic",6.8,Microaerobic (DO 0%),,Exponential phase,30°C,,,,yes
p25,10.1007.s10295-020-02319-y,E. coli W Δ4 IB4,Escherichia coli,isobutanol (isobutanol),6.6 ± 0.4 g l<sup>−1</sup>,Defined medium,Glucose,50 g l<sup>−1</sup>,"Batch, microaerobic",6.8,Microaerobic (DO 0%),E. coli W Δ4,Exponential phase,30°C,,adhA;adhA_mut;alsS;budB;ilvC;ilvC_mut;ilvD;kdcA,alsS;budB,KO
,,,,,,,,,,,,,,,,,,
p26,10.1007.s10529-008-9906-z,AJ12741/pHYGG,Escherichia coli,acetic acid (acetic acid),3.1 g l<sup>−1</sup>,PP medium,glucose,40 g/l,batch,7,not specified,AJ12741,84 h,37°C,,yggG,yggG,yes
p26,10.1007.s10529-008-9906-z,AJ12741/pHYGG,Escherichia coli,acetic acid (acetic acid),Y ac/glu = 0.12 ± 0.06 g acetic acid g glucose<sup>−1</sup>,PP medium,glucose,40 g/l,batch,7,not specified,AJ12741,varying,37°C,,yggG,yggG,yes
p26,10.1007.s10529-008-9906-z,AJ12741/pHYGG,Escherichia coli,l-phenylalanine (L-phenylalanine),0.16 ± 0.03 g l<sup>−1</sup> g glucose<sup>−1</sup>,PP medium,glucose,40 g/l,batch,7,not specified,AJ12741,varying,37°C,,yggG,yggG,yes
p26,10.1007.s10529-008-9906-z,AJ12741/pHYGG,Escherichia coli,l-phenylalanine (L-phenylalanine),3.6 g l<sup>−1</sup>,PP medium,glucose,40 g/l,batch,7,not specified,AJ12741,84 h,37°C,,yggG,yggG,titer
,,,,,,,,,,,,,,,,,,
p27,10.1007.s10529-018-2580-x,BTAL01,Escherichia coli,caffeic acid (caffeic acid),138.5 mg/L,Modified M9Y,Glucose,20 g/L,Flask,,Shaken at 200 rpm,BTAL,48 h,37°C,pheA;trpE;tyrR,HpaBC;RgTAL,RgTAL,yes
p27,10.1007.s10529-018-2580-x,BW03,Escherichia coli,caffeic acid (caffeic acid),87.7 mg/L,Modified M9Y,Glucose,20 g/L,Flask,,Shaken at 200 rpm,E. coli BL21 (DE3),48 h,37°C,,HpaBC;RgTAL,RgTAL,yes
p27,10.1007.s10529-018-2580-x,BTAL02,Escherichia coli,caffeoylmalic acid (caffeoylmalic acid),79.0 mg/L,Modified M9Y,Glucose,20 g/L,Flask,,Shaken at 200 rpm,BTAL,48 h,37°C,pheA;trpE;tyrR,At4CL2;HCT2;HpaBC;RgTAL,At4CL2;HCT2,yes
p27,10.1007.s10529-018-2580-x,BW04,Escherichia coli,p-coumaric acid (p-coumaric acid),70.4 mg/L,Modified M9Y,Glucose,20 g/L,Flask,,Shaken at 200 rpm,E. coli BL21 (DE3),48 h,37°C,,,,yes
p27,10.1007.s10529-018-2580-x,BW03,Escherichia coli,p-coumaric acid (p-coumaric acid),8.3 mg/L,Modified M9Y,Glucose,20 g/L,Flask,,Shaken at 200 rpm,E. coli BL21 (DE3),48 h,37°C,,HpaBC;RgTAL,RgTAL,strain
p27,10.1007.s10529-018-2580-x,BTAL02,Escherichia coli,p-coumaroylmalic acid (p-coumaroylmalic acid),210.5 mg/L,Modified M9Y,Glucose,20 g/L,Flask,,Shaken at 200 rpm,BTAL,48 h,37°C,pheA;trpE;tyrR,At4CL2;HCT2;HpaBC;RgTAL,At4CL2;HCT2,yes
,,,,,,,,,,,,,,,,,,
p28,10.1007.s11274-023-03705-1,SC01,Escherichia coli,Lys (L-lysine),34.8 ± 10.9 mM,Shake flask,Glucose,140 g/L,Batch,30°C,Ambient,SC00,144 h,30 °C,ldhA;odhA;pyk2,ido;ido M,ido;ido M,yes
p28,10.1007.s11274-023-03705-1,SC00-TD5 I M,Escherichia coli,Lys (L-lysine),35.4 ± 4.4 mM,Shake flask,Glucose,Assumed similar to SC01,Batch,30°C,Ambient,SC00,144 h,30 °C,odhA,ido;ido M,ido;ido M,yes
p28,10.1007.s11274-023-03705-1,SC01-TD5 I M,Escherichia coli,Lys (L-lysine),39.3 ± 4.5 mM,Shake flask,Glucose,Assumed similar to SC01,Batch,30°C,Ambient,SC01,144 h,30 °C,ldhA;odhA;pyk2,ido;ido M,ido;ido M,yes
p28,10.1007.s11274-023-03705-1,SC00-TD5 I M,Escherichia coli,4-HIL (4-hydroxyisoleucine),114.5 ± 12.2 mM,Shake flask,Glucose,140 g/L,Batch,7.0,Aerobic,SC00,144 h,30°C,odhA,ido;ido M,ido;ido M,yes
p28,10.1007.s11274-023-03705-1,SC01,Escherichia coli,4-HIL (4-hydroxyisoleucine),14.8 ± 1.1 mM,Shake flask,Glucose,Not specified,Batch,7.0,Aerobic,SC00,144 h,30°C,ldhA;odhA;pyk2,ido;ido M,ido;ido M,yes
p28,10.1007.s11274-023-03705-1,SC-TD5 I M,Escherichia coli,4-HIL (4-hydroxyisoleucine),140.9 ± 11.5 mM,Shake flask,Glucose,Not specified,Batch,7.0,Aerobic,SN01,144 h,30°C,,ido,,yes
p28,10.1007.s11274-023-03705-1,SC05-TD5 I M,Escherichia coli,Lys (L-lysine),14.0 ± 1.1 mM,Shake flask,Assumed same as 4-HIL,Not specified,Batch,7.0,Aerobic,,144 h,30°C,,ido;ido M,,hetero
,,,,,,,,,,,,,,,,,,
p29,10.1007.s12010-017-2673-3,M2,Methylobacterium extorquens,mevalonate (mevalonate),110 mg/L,MC,methanol,1% (v/v),Flask culture,-,-,M1,5 days,30 °C,celABC,mvt3,,yes
p29,10.1007.s12010-017-2673-3,M1,Methylobacterium extorquens,mevalonate (mevalonate),55.0 ± 1.0 mg/L,MC,methanol,1% (v/v),Flask culture,-,-,AM1Δ celABC,5 days,30 °C,celABC,mvt3,,yes
,,,,,,,,,,,,,,,,,,
p30,10.1007.s12257-020-0313-1,E. coli H-02,Escherichia coli,L-phenylalanine (L-Phe) (L-phenylalanine),38.6 g/L,PHE,Glucose,Batch start 12 L,"30 L Bioreactor, fed-batch",6.8,Maintained at 40%,E. coli H-01,36,,pykA;trpE;tyrA,aroG;aroG8;aroG8/15;aroK;galP;glk;pheA;pheA fbr;pheA fbr/dm;ydiB,,yes
p30,10.1007.s12257-020-0313-1,E. coli H-02,Escherichia coli,L-phenylalanine (L-Phe) (L-phenylalanine),30.5 g/L,PHE,Glucose,Batch start 5 g/L,"5 L Bioreactor, fed-batch",6.8,Maintained at 40%,E. coli H-01,38,,pykA;trpE;tyrA,aroG;aroG8;aroG8/15;aroK;galP;glk;pheA;pheA fbr;pheA fbr/dm;ydiB,,yes
p30,10.1007.s12257-020-0313-1,E. coli H-03,Escherichia coli,L-phenylalanine (L-Phe) (L-phenylalanine),1.74 ± 0.02 g/L,PHE,Glucose,Not specified,Flask,7.0,Not specified,E. coli H-02,6,,pykA;trpE;tyrA,aroG;aroG8;aroG8/15;aroK;galP;glk;pheA;pheA fbr;pheA fbr/dm;ydiB,,yes
p30,10.1007.s12257-020-0313-1,E. coli H-01,Escherichia coli,L-phenylalanine (L-Phe) (L-phenylalanine),3.46 g/L,PHE,Glucose,Not specified,Flask,7.0,Not specified,E. coli YHP06,Not specified,,pykA;trpE;tyrA,aroG;aroG8;aroG8/15;aroK;galP;glk;pheA;pheA fbr;pheA fbr/dm;ydiB,,yes
p30,10.1007.s12257-020-0313-1,E. coli YHP06,Escherichia coli,L-phenylalanine (L-Phe) (L-phenylalanine),3.58 g/L,PHE,Glucose,Not specified,Flask,7.0,Not specified,E. coli YHP02,Not specified,,pykA;trpE;tyrA,aroG;aroG8;aroG8/15;aroK;galP;glk;pheA;pheA fbr;pheA fbr/dm;ydiB,,yes
p30,10.1007.s12257-020-0313-1,E. coli H-02,Escherichia coli,L-phenylalanine (L-Phe) (L-phenylalanine),3.62 g/L,PHE,Glucose,Not specified,Flask,7.0,Not specified,E. coli H-01,Not specified,,pykA;trpE;tyrA,aroG;aroG8;aroG8/15;aroK;galP;glk;pheA;pheA fbr;pheA fbr/dm;ydiB,,yes
p30,10.1007.s12257-020-0313-1,E. coli YHP05,Escherichia coli,L-phenylalanine (L-Phe) (L-phenylalanine),4.00 ± 0.06 g/L,"PHE + L-Trp, L-Tyr",Glucose,Not specified,Flask,7.0,Not specified,,Not specified,,trpE;tyrA,,,KO OE
,,,,,,,,,,,,,,,,,,
p31,10.1007.s13205-020-2114-9,CCM06,Corynebacterium crenatum,l-arginine (L-arginine),0.289 g/g,Fermentation medium,Glucose,120 g/L,Shake flask,7.0,Not specified,CCM05,108 h,30 °C,Ncgl1221;argB;argR,lysE,,yes
p31,10.1007.s13205-020-2114-9,CCM05,Corynebacterium crenatum,l-arginine (L-arginine),13.29 g/L,Fermentation medium,Glucose,120 g/L,Shake flask,7.0,Not specified,CCM01,108 h,30 °C,Ncgl1221;argB;argR,,,yes
p31,10.1007.s13205-020-2114-9,CCM02,Corynebacterium crenatum,l-arginine (L-arginine),14.20 g/L,Fermentation medium,Glucose,120 g/L,Shake flask,7.0,Not specified,CCM01,108 h,30 °C,argB;argR;putP,,,yes
p31,10.1007.s13205-020-2114-9,CCM03,Corynebacterium crenatum,l-arginine (L-arginine),15.27 g/L,Fermentation medium,Glucose,120 g/L,Shake flask,7.0,Not specified,CCM01,108 h,30 °C,argB;argR;pta,,,yes
p31,10.1007.s13205-020-2114-9,CCM04,Corynebacterium crenatum,l-arginine (L-arginine),15.34 g/L,Fermentation medium,Glucose,120 g/L,Shake flask,7.0,Not specified,CCM01,108 h,30 °C,argB;argR;cgl2310,,,yes
p31,10.1007.s13205-020-2114-9,CCM07,Corynebacterium crenatum,l-arginine (L-arginine),24.85 g/L,Fermentation medium,Glucose,120 g/L,Shake flask,7.0,Not specified,CCM06,108 h,30 °C,Ncgl1221;argB;argR;cg12310;pta;putP,lysE,,yes
,,,,,,,,,,,,,,,,,,
p32,10.1016.S1567-1356(02)00206-4,P. stipitis CBS 6054,Saccharomyces cerevisiae,acetate (acetate),0.03 g l−1,SX,d-xylose,20 g l−1,Non-defined,5.5,Anaerobic,,End of ferm.,30°C,,,,yes
p32,10.1016.S1567-1356(02)00206-4,S. cerevisiae TMB 3399,Saccharomyces cerevisiae,acetate (acetate),0.25 g l−1,SX,d-xylose,20 g l−1,Non-defined,5.5,Oxygen-limited,S. cerevisiae USM21,End of ferm.,30°C,,,XDH;XK;XR,yes
p32,10.1016.S1567-1356(02)00206-4,S. cerevisiae TMB 3400,Saccharomyces cerevisiae,acetate (acetate),less than 0.25 g l−1,SX,d-xylose,20 g l−1,Non-defined,5.5,Oxygen-limited,S. cerevisiae TMB 3399,End of ferm.,30°C,,XDH;XK;XR,XDH;XK;XR,yes
p32,10.1016.S1567-1356(02)00206-4,S. cerevisiae TMB 3399,Saccharomyces cerevisiae,ethanol (ethanol),2.4 g l−1,SX,d-xylose,20 g l−1,Anaerobic,5.5,Anaerobic,S. cerevisiae USM21,End of ferm.,30°C,,,XDH;XK;XR,yes
p32,10.1016.S1567-1356(02)00206-4,S. cerevisiae TMB 3400,Saccharomyces cerevisiae,ethanol (ethanol),3.4 g l−1,SX,d-xylose,20 g l−1,Anaerobic,5.5,Anaerobic,S. cerevisiae TMB 3399,End of ferm.,30°C,,XDH;XK;XR,XDH;XK;XR,yes
p32,10.1016.S1567-1356(02)00206-4,P. stipitis CBS 6054,Saccharomyces cerevisiae,ethanol (ethanol),3.7 g l−1,SX,d-xylose,20 g l−1,Anaerobic,5.5,Anaerobic,,End of ferm.,30°C,,,,yes
p32,10.1016.S1567-1356(02)00206-4,S. cerevisiae TMB 3399,Saccharomyces cerevisiae,glycerol (glycerol),0.26 g l−1,SX,d-xylose,20 g l−1,Anaerobic,5.5,Anaerobic,S. cerevisiae USM21,End of ferm.,30°C,,,XDH;XK;XR,yes
p32,10.1016.S1567-1356(02)00206-4,S. cerevisiae TMB 3400,Saccharomyces cerevisiae,glycerol (glycerol),1.1 g l−1,SX,d-xylose,20 g l−1,Anaerobic,5.5,Anaerobic,S. cerevisiae TMB 3399,End of ferm.,30°C,,XDH;XK;XR,XDH;XK;XR,yes
p32,10.1016.S1567-1356(02)00206-4,S. cerevisiae TMB 3399,Saccharomyces cerevisiae,succinate (succinic acid),0.060 g l^-1,SX,d-xylose,20 g l−1,Oxygen-limited or aerobic,5.5,Oxygen-limited,S. cerevisiae USM21,During ferm.,30°C,,,XDH;XK;XR,yes
p32,10.1016.S1567-1356(02)00206-4,S. cerevisiae TMB 3400,Saccharomyces cerevisiae,xylitol (xylitol),0.14 g xylitol g d-xylose−1,SX,d-xylose,20 g l−1,Oxygen-limited or anaerobic,5.5,Oxygen-limited/Anaerobic,S. cerevisiae TMB 3399,End of ferm.,30°C,,XDH;XK;XR,XDH;XK;XR,yes
p32,10.1016.S1567-1356(02)00206-4,S. cerevisiae TMB 3400,Saccharomyces cerevisiae,xylitol (xylitol),2.5 g l−1,SX,d-xylose,20 g l−1,Anaerobic,5.5,Anaerobic,S. cerevisiae TMB 3399,End of ferm.,30°C,,XDH;XK;XR,XDH;XK;XR,yes
p32,10.1016.S1567-1356(02)00206-4,S. cerevisiae TMB 3399,Saccharomyces cerevisiae,xylitol (xylitol),4.5 g l−1,SX,d-xylose,20 g l−1,Anaerobic,5.5,Anaerobic,S. cerevisiae USM21,End of ferm.,30°C,,,XDH;XK;XR,yes
p32,10.1016.S1567-1356(02)00206-4,S. cerevisiae TMB 3400,Saccharomyces cerevisiae,ethanol (ethanol),0.07 g ethanol g d-xylose−1,Not specified,d-xylose,,,,,S. cerevisiae TMB 3399,,,,XDH;XK;XR,XDH;XK;XR,yes
p32,10.1016.S1567-1356(02)00206-4,S. cerevisiae TMB 3400,Saccharomyces cerevisiae,xylitol (xylitol),0.07 g xylitol g d-xylose−1,Not applicable,,,"Calculated ratio, not direct prod.",,,S. cerevisiae TMB 3399,,,,XDH;XK;XR,XDH;XK;XR,yes
,,,,,,,,,,,,,,,,,,
p33,10.1016.S1567-1356(03)00155-7,CEN.PK448,Saccharomyces cerevisiae,biomass (biomass),0.08 g g−1 glucose,Minimal,Glucose,20 g l^-1^,Continuous (chemostat),5.0,>70% saturation,CEN.PK113-7D,-,30°C,GDH1,,,yes
p33,10.1016.S1567-1356(03)00155-7,CEN.PK448,Saccharomyces cerevisiae,biomass (biomass),0.12 g g−1 glucose,Batch,Glucose,Not specified,Batch,-,-,CEN.PK113-7D,-,30°C,GDH1,,,yes
p33,10.1016.S1567-1356(03)00155-7,CEN.PK448,Saccharomyces cerevisiae,biomass (biomass),0.39 g g−1 glucose,"Mineral, vitamin",Glucose,5 g l^-1^,Continuous (chemostat),5.0,>70% saturation,CEN.PK113-7D,-,30°C,GDH1,,,yes
p33,10.1016.S1567-1356(03)00155-7,CEN.PK448,Saccharomyces cerevisiae,biomass (biomass),0.52 g g−1 glucose,"Mineral, vitamin",Glucose,20 g l^-1^,Continuous (chemostat),5.0,>70% saturation,CEN.PK113-7D,-,30°C,GDH1,,,yes
p33,10.1016.S1567-1356(03)00155-7,CEN.MS6-1A,Saccharomyces cerevisiae,ethanol (ethanol),0.35 g ethanol g−1 glucose,Batch (minimal),Glucose,Not specified,Batch,-,-,CEN.PK113-7D,-,30°C,GLR1,,,yes
