paper number,doi,strain,strain type,product,product titer,medium,carbon source,carbon source concentration,vessel and feed mode,ph,time,temperature,oxygen level,parent strain,knock out gene,overexpress gene,heterologous gene,check,Unnamed: 19
p13,10.1007.s00253-012-4308-5,JM101ΔpykFΔpykA,E. coli,plasmid DNA (plasmid DNA),JM101ΔpykFΔpykA 5.3 mg/g DCW,rich,glucose,5 g/L + 10 g/L,shake flask,,24 h,37 °C,250 rpm,JM101,pykA;pykF,,,titer,
p13,10.1007.s00253-012-4308-5,JM101ΔpykFΔpykA,E. coli,plasmid DNA (plasmid DNA),JM101ΔpykFΔpykA 2.5 mg/g DCW,rich,glucose,20 g/L,shake flask,,24 h,37 °C,250 rpm,JM101,pykA;pykF,,,titer,
p13,10.1007.s00253-012-4308-5,JM101ΔpykFΔpykA,E. coli,plasmid DNA (plasmid DNA),JM101ΔpykFΔpykA 2.2 mg/g DCW,rich,glycerol,20 g/L,shake flask,,24 h,37 °C,250 rpm,JM101,pykA;pykF,,,yes,
p13,10.1007.s00253-012-4308-5,JM101,E. coli,pVAX1GFP (pVAX1GFP),2.6 mg/g DCW,rich,glucose,5 g/L + 10 g/L,shake flask,,24 h,37 °C,250 rpm,,,,,yes,
p13,10.1007.s00253-012-4308-5,JM101,E. coli,pVAX1GFP (pVAX1GFP),1.3 mg/g DCW,rich,glucose,20 g/L,shake flask,,24 h,37 °C,250 rpm,,,,,yes,
p13,10.1007.s00253-012-4308-5,JM101,E. coli,plasmid DNA (plasmid DNA),JM101 2.6 mg/g DCW,rich,glucose,5 g/L + 10 g/L,shake flask,,24 h,37 °C,250 rpm,,,,,yes,
p13,10.1007.s00253-012-4308-5,JM101,E. coli,plasmid DNA (plasmid DNA),JM101 1.3 mg/g DCW,rich,glucose,20 g/L,shake flask,,24 h,37 °C,250 rpm,,,,,yes,
p13,10.1007.s00253-012-4308-5,JM101,E. coli,plasmid DNA (plasmid DNA),JM101 8.4 mg/g DCW,rich,glycerol,20 g/L,shake flask,,24 h,37 °C,250 rpm,,,,,yes,
p13,10.1007.s00253-012-4308-5,MG1655ΔendAΔrecA,E. coli,plasmid DNA (plasmid DNA),MG1655ΔendAΔrecA 11.2 mg/g DCW,rich,glycerol,20 g/L,shake flask,7.1,24 h,37 °C,250 rpm,MG1655,endA;recA,,,yes,
p13,10.1007.s00253-012-4308-5,MG1655ΔendAΔrecA,E. coli,plasmid DNA (plasmid DNA),GALG11 13.1 mg/g DCW,rich,glucose,5 + 10 g/L,shake flask,7.1,24 h,37 °C,250 rpm,MG1655,endA;recA,,,yes,
p13,10.1007.s00253-012-4308-5,MG1655ΔendAΔrecA,E. coli,plasmid DNA (plasmid DNA),MG1655ΔendAΔrecA 3.6 mg/g DCW,rich,glucose,5 + 10 g/L,shake flask,7.1,24 h,37 °C,250 rpm,MG1655,endA;recA,,,yes,
p13,10.1007.s00253-012-4308-5,MG1655ΔendAΔrecA,E. coli,plasmid DNA (plasmid DNA),GALG20 11.6 mg/g DCW,rich,glucose,5 + 10 g/L,shake flask,7.1,24 h,37 °C,250 rpm,MG1655,endA;recA,,,yes,
p13,10.1007.s00253-012-4308-5,MG1655ΔendAΔrecA,E. coli,plasmid DNA (plasmid DNA),MG1655ΔendAΔrecA 0.8 mg/g DCW,rich,glucose,20 g/L,shake flask,7.1,24 h,37 °C,250 rpm,MG1655,endA;recA,,,yes,
p13,10.1007.s00253-012-4308-5,MG1655ΔendAΔrecA,E. coli,plasmid DNA (plasmid DNA),pDNA 11.5 mg/g DCW,rich,glycerol,20 g/L,shake flask,7.1,24 h,37 °C,250 rpm,MG1655,endA;recA,,,yes,
p13,10.1007.s00253-012-4308-5,GALG1011,E. coli,plasmid DNA (plasmid DNA),GALG1011 6.6 mg/g DCW,rich,glucose,20 g/L,shake flask,,24 h,37 °C,250 rpm,MG1655ΔendAΔrecA,endA;pykA;pykF;recA,,,yes,
p13,10.1007.s00253-012-4308-5,GALG10,E. coli,plasmid DNA (plasmid DNA),GALG10 8.6 mg/g DCW,rich,glycerol,20 g/L,shake flask,,24 h,37 °C,250 rpm,MG1655ΔendAΔrecA,endA;pykF;recA,,,yes,
p13,10.1007.s00253-012-4308-5,GALG10,E. coli,plasmid DNA (plasmid DNA),GALG10 10.5 mg/g DCW,rich,glucose,5 g/L + 10 g/L,shake flask,,24 h,37 °C,250 rpm,MG1655ΔendAΔrecA,endA;pykF;recA,,,yes,
p13,10.1007.s00253-012-4308-5,GALG11,E. coli,plasmid DNA (plasmid DNA),GALG11 10.3 mg/g DCW,rich,glycerol,20 g/L,shake flask,7.1,24 h,37 °C,250 rpm,MG1655ΔendAΔrecA,endA;pykA;recA,,,yes,
p13,10.1007.s00253-012-4308-5,DH5αΔpykF,E. coli,plasmid DNA (plasmid DNA),DH5αΔpykF 5.9 mg/g DCW,rich,glucose,5 + 10 g/L,shake flask,7.1,24 h,37 °C,250 rpm,DH5α,pykF,,,yes,
p13,10.1007.s00253-012-4308-5,DH5α,E. coli,plasmid DNA (plasmid DNA),DH5α 1.8 mg/g DCW,rich,glucose,5 + 10 g/L,shake flask,7.1,24 h,37 °C,250 rpm,,,,,yes,
p13,10.1007.s00253-012-4308-5,DH5αΔpykA,E. coli,plasmid DNA (plasmid DNA),DH5αΔpykA 0.9 mg/g DCW,rich,glucose,5 + 10 g/L,shake flask,7.1,24 h,37 °C,250 rpm,DH5α,pykA,,,yes,
p13,10.1007.s00253-012-4308-5,DH5αΔpykFΔpykA,E. coli,plasmid DNA (plasmid DNA),DH5αΔpykFΔpykA 0.3 mg/g DCW,rich,glucose,5 + 10 g/L,shake flask,7.1,24 h,37 °C,250 rpm,DH5α,pykA;pykF,,,yes,
p13,10.1007.s00253-012-4308-5,GALG20,E. coli,plasmid DNA (plasmid DNA),25-fold more pDNA 19.1 mg/g DCW,rich,glucose,20 g/L,shake flask,7.1,24 h,37 °C,250 rpm,MG1655ΔendAΔrecA,endA;pgi;recA,,,yes,
,,,,,,,,,,,,,,,,,,,
p14,10.1007.s00253-012-4485-2,E. coli BL21,Escherichia coli,isoprene (isoprene),0.05 mg/g,LB,,,Sealed vials,,2 h,37°C,Shaking (200 rpm),,,,,yes,
p14,10.1007.s00253-012-4485-2,BL21 (pET-32a-ispS&amp;pET-30a-dxr),Escherichia coli,isoprene (isoprene),0.54 mg g−1 h−1,LB,,,Sealed vials,,2 h,37°C,Shaking (200 rpm),BL21,,dxr,ispS,yes,
p14,10.1007.s00253-012-4485-2,BL21 (pET-32a-ispS&amp;pET-30a-idi),Escherichia coli,isoprene (isoprene),1.04 mg g−1 h−1,LB,,,Sealed vials,,2 h,37°C,Shaking (200 rpm),BL21,,idi,ispS,yes,
,,,,,,,,,,,,,,,,,,,
p15,10.1007.s00253-014-5895-0,∆ade3,Saccharomyces,itaconic acid (itaconic acid),90 mg/L,YSC,Glucose,20 g/L,Flask cultivation,,3 days,30 °C,,,ADE3,,CAD,yes,
p15,10.1007.s00253-014-5895-0,∆ade3 ∆bna2,Saccharomyces,itaconic acid (itaconic acid),122 mg/L,YSC,Glucose,20 g/L,Flask cultivation,,3 days,30 °C,,∆ade3,ADE3;BNA2,,CAD,yes,
p15,10.1007.s00253-014-5895-0,∆ade3 ∆bna2 ∆tes1,Saccharomyces,itaconic acid (itaconic acid),126 mg/L,YSC,Glucose,20 g/L,Flask cultivation,,3 days,30 °C,,∆ade3 ∆bna2,ADE3;BNA2;TES1,,CAD,yes,
p15,10.1007.s00253-014-5895-0,∆ade3 ∆bna2 ∆tes1,Saccharomyces,itaconic acid (itaconic acid),168 mg/L,YSC,Glucose,20 g/L,Flask cultivation,,3 days,30 °C,,∆ade3 ∆bna2,ADE3;BNA2;TES1,,CAD,yes,
,,,,,,,,,,,,,,,,,,,
p16,10.1007.s00253-017-8202-z,BY/tpi25/gpd1gpp2f/fps1m/ilv2,Saccharomyces cerevisiae,ethanol (ethanol),29.4 g/L,YNB,glucose,100 g/L,not provided,,,30 °C,anaerobic,BY/tpi25/gpd1gpp2f/fps1m,TPI1,FPS1;FPS1m;GPD1;GPD1-GPP2;GPD1-GPP2fus;GPD1-GPP2fusion;GPP2;ILV2,,yes,
p16,10.1007.s00253-017-8202-z,BY/tpi25/gpd1gpp2f/fps1m/ilv2,Saccharomyces cerevisiae,glycerol (Glycerol),16.3 g/L,YNB,glucose,100 g/L,not provided,,,30 °C,anaerobic,BY/tpi25/gpd1gpp2f/fps1m,TPI1,FPS1;FPS1m;GPD1;GPD1-GPP2;GPD1-GPP2fus;GPD1-GPP2fusion;GPP2;ILV2,,yes,
p16,10.1007.s00253-017-8202-z,BY/tpi25/gpd1gpp2f/fps1m/ilv2,Saccharomyces cerevisiae,glycerol (Glycerol),0.212 g/g,YNB,glucose,100 g/L,not provided,,,30 °C,micro-aerobic,BY/tpi25/gpd1gpp2f/fps1m,TPI1,FPS1;FPS1m;GPD1;GPD1-GPP2;GPD1-GPP2fus;GPD1-GPP2fusion;GPP2;ILV2,,yes,
p16,10.1007.s00253-017-8202-z,BY/tpi25/gpd1gpp2f,Saccharomyces cerevisiae,glycerol (Glycerol),13 g/L,YNB,glucose,100 g/L,not provided,,,30 °C,micro-aerobic,BY/tpi25,TPI1,GPD1;GPD1-GPP2;GPD1-GPP2fus;GPD1-GPP2fusion;GPP2,,yes,
p16,10.1007.s00253-017-8202-z,BY/tpi25/gpd1gpp2f,Saccharomyces cerevisiae,glycerol (Glycerol),0.124 g/g,YNB,glucose,100 g/L,not provided,,,30 °C,micro-aerobic,BY/tpi25,TPI1,GPD1;GPD1-GPP2;GPD1-GPP2fus;GPD1-GPP2fusion;GPP2,,yes,
p16,10.1007.s00253-017-8202-z,BY/tpi25/gpd1gpp2f/fps1m,Saccharomyces cerevisiae,glycerol (Glycerol),19 g/L,YNB,glucose,100 g/L,not provided,,,30 °C,micro-aerobic,BY/tpi25/gpd1gpp2f,TPI1,FPS1;FPS1m;GPD1;GPD1-GPP2;GPD1-GPP2fus;GPD1-GPP2fusion;GPP2,,yes,
p16,10.1007.s00253-017-8202-z,BY/tpi25/gpd1gpp2f/fps1m,Saccharomyces cerevisiae,glycerol (Glycerol),17.6 g/L,YNB,glucose,100 g/L,not provided,7.5,,30 °C,anaerobic,BY/tpi25/gpd1gpp2f,TPI1,FPS1;FPS1m;GPD1;GPD1-GPP2;GPD1-GPP2fus;GPD1-GPP2fusion;GPP2,,yes,
p16,10.1007.s00253-017-8202-z,BY/tpi25/gpd1gpp2f/fps1m,Saccharomyces cerevisiae,glycerol (Glycerol),0.193 g/g,YNB,glucose,100 g/L,not provided,,,30 °C,micro-aerobic,BY/tpi25/gpd1gpp2f,TPI1,FPS1;FPS1m;GPD1;GPD1-GPP2;GPD1-GPP2fus;GPD1-GPP2fusion;GPP2,,yes,
,,,,,,,,,,,,,,,,,,,
p17,10.1007.s00253-018-09588-9,W3110,Escherichia coli,acetate (acetate),0.28 g/L,M9 minimal medium,glucose,5% (w/v),100 mL anaerobic bottle,7.0,48 h,37 °C,anaerobic,,,,,yes,
p17,10.1007.s00253-018-09588-9,W3110,Escherichia coli,ethanol (ethanol),0.72 g/L,M9 minimal medium,glucose,5% (w/v),100 mL anaerobic bottle,7.0,48 h,37 °C,anaerobic,,,,,yes,
p17,10.1007.s00253-018-09588-9,W3110,Escherichia coli,lactate (lactate),0.63 g/L,M9 minimal medium,glucose,5% (w/v),100 mL anaerobic bottle,7.0,6 h,37 °C,anaerobic,,,,,yes,
p17,10.1007.s00253-018-09588-9,W3110,Escherichia coli,lactate (lactate),0.65 g/g,M9 minimal medium,glucose,5% (w/v),"5-L bioreactor, batch",7.0,54 h,37 °C,anaerobic,,,,,yes,
p17,10.1007.s00253-018-09588-9,WE269,Escherichia coli,acetate (acetate),1.18 g/L,M9 minimal medium,glucose,5% (w/v),"5-L bioreactor, batch",7.0,30 h,37 °C,anaerobic,W3110,,,,yes,
p17,10.1007.s00253-018-09588-9,WE269,Escherichia coli,ethanol (ethanol),0.84 g/L,M9 minimal medium,glucose,5% (w/v),100 mL anaerobic bottle,7.0,48 h,37 °C,anaerobic,W3110,,,,yes,
p17,10.1007.s00253-018-09588-9,WE269,Escherichia coli,ethanol (ethanol),3.38 g/L,M9 minimal medium,glucose,50 g/L,"5-L bioreactor, batch",7.0,30 h,37 °C,anaerobic,W3110,,,,yes,
p17,10.1007.s00253-018-09588-9,WE269,Escherichia coli,formate (formate),0.22 g/L,M9 minimal medium,glucose,5% (w/v),100 mL anaerobic bottle,7.0,48 h,37 °C,anaerobic,W3110,,,,yes,
p17,10.1007.s00253-018-09588-9,WE269,Escherichia coli,formate (formate),0.90 g/L,M9 minimal medium,glucose,50 g/L,"5-L bioreactor, batch",7.0,30 h,37 °C,anaerobic,W3110,,,,yes,
p17,10.1007.s00253-018-09588-9,WE269,Escherichia coli,lactate (lactate),33.58 g/L,M9 minimal medium,glucose,50 g/L,"5-L bioreactor, batch",7.0,30 h,37 °C,anaerobic,W3110,,,,yes,
p17,10.1007.s00253-018-09588-9,WE269,Escherichia coli,lactate (lactate),1.66 g/L,M9 minimal medium,glucose,5% (w/v),100 mL anaerobic bottle,7.0,6 h,37 °C,anaerobic,W3110,,,,yes,
p17,10.1007.s00253-018-09588-9,WE269,Escherichia coli,lactate (lactate),88.14 g/L,modified NBS II,glucose,"initial 5% (w/v), fed at 75%","5-L bioreactor, fed-batch",7.0,,37 °C,anaerobic,W3110,,,,yes,
p17,10.1007.s00253-018-09588-9,WE269,Escherichia coli,lactate (lactate),0.64 g/g,M9 minimal medium,glucose,5% (w/v),"5-L bioreactor, batch",7.0,30 h,37 °C,anaerobic,W3110,,,,yes,
p17,10.1007.s00253-018-09588-9,WE269,Escherichia coli,succinate (succinate),0.20 g/L,M9 minimal medium,glucose,5% (w/v),100 mL anaerobic bottles,,48 h,37 °C,anaerobic,W3110,,,,yes,
p17,10.1007.s00253-018-09588-9,WE269,Escherichia coli,succinate (succinate),1.92 g/L,M9 minimal medium,glucose,5% (w/v),"5-L bioreactor, batch",7.0,30 h,37 °C,anaerobic,W3110,,,,yes,
p17,10.1007.s00253-018-09588-9,E. coli W3110,Escherichia coli,lactate (lactate),31.00 g/L,M9 minimal medium,glucose,50 g/L,"5-L bioreactor, batch",7.0,54 h,37 °C,anaerobic,,,,,yes,
p17,10.1007.s00253-018-09588-9,E. coli W3110,Escherichia coli,succinate (succinate),0.19 g/L,M9 minimal medium,glucose,5% (w/v),100 mL anaerobic bottles,,48 h,37 °C,anaerobic,,,,,yes,
p17,10.1007.s00253-018-09588-9,BW100,Escherichia coli,lactate (lactate),3.6 g/L,M9 minimal medium,glucose,5% (w/v),100 mL anaerobic bottle,7.0,6 h,37 °C,anaerobic,WE269,pflB,,,yes,
p17,10.1007.s00253-018-09588-9,BW100,Escherichia coli,lactate (lactate),98.3 g/L,modified NBS medium,glucose,"initial 5% (w/v), fed glucose","5-L bioreactor, fed-batch",7.0,,37 °C,,WE269,pflB,,,yes,
p17,10.1007.s00253-018-09588-9,BP001,Escherichia coli,lactate (lactate),1.4 g/L,M9 minimal medium,glucose,5% (w/v),100 mL anaerobic bottle,7.0,6 h,37 °C,anaerobic,W3110,pflB,,,yes,
,,,,,,,,,,,,,,,,,,,
p18,10.1007.s00253-020-10381-w,ΔSLCGL_Lrp,Streptomyces lincolnensis,Lin-A (Lin-A),30% decrease,TSBY,,,,,,30°C,,LCGL,Lrp;SLCG_Lrp,,,yes,
p18,10.1007.s00253-020-10381-w,ΔSLCGL_3127,Streptomyces lincolnensis,Lin-A (Lin-A),33% increase,TSBY,,,,,,30°C,,LCGL,SLCG_3127,,,yes,
p18,10.1007.s00253-020-10381-w,ΔSLA219X_3127,Streptomyces lincolnensis,Lin-A (Lin-A),20% increase,TSBY,,,,,,30°C,,LA219X,SLCG_3127,,,yes,
p18,10.1007.s00253-020-10381-w,S. lincolnensis LCGL,Streptomyces lincolnensis,Lin-A (Lin-A),18% increase,Fermentation medium,,,,,48 h,30°C,,,,,,yes,
p18,10.1007.s00253-020-10381-w,S. lincolnensis LCGL,Streptomyces lincolnensis,Lin-A (Lin-A),22% increase,Fermentation medium,,,,,48 h,30°C,,,,,,yes,
,,,,,,,,,,,,,,,,,,,
p19,10.1007.s00253-020-10819-1,SH274,Escherichia coli,isobutanol (isobutanol),1.3 g/L,M9,glucose,40 g/L,"shake flask, micro-aerobic",,48 h,37 °C,,SH258,,adhA;alsS;ilvC;ilvD;kivD,adhA;alsS;kivD,ko,
p19,10.1007.s00253-020-10819-1,SH279,Escherichia coli,isobutanol (isobutanol),5.5 g/L,M9,glucose,40 g/L,"shake flask, micro-aerobic",,48 h,37 °C,,JW74,,adhA;alsS;ilvC;ilvD;kivD,adhA;alsS;kivD,ko,
,,,,,,,,,,,,,,,,,,,
p20,10.1007.s00449-015-1440-5,S. inulinus YBS1-5,Sporolactobacillus inulinus,DLA (d-lactic acid),130.9 g/L,Fermentation with 2 g/L acetate,Glucose,150 g/L,Not specified,4.8,48 h,50 °C,Anaerobic,,,,,yes,
p20,10.1007.s00449-015-1440-5,S. inulinus YBS1-5,Sporolactobacillus inulinus,DLA (d-lactic acid),70.7 g/L,Acid corn stover hydrolysate,"Glucose, Xylose","Glucose: 95.4 g/L, Xylose: 41.8 g/L",Not specified,Not specified,108 h,Not specified,Not specified,,,,,yes,
p20,10.1007.s00449-015-1440-5,S. inulinus YBS1-5,Sporolactobacillus inulinus,DLA (d-lactic acid),80.6 g/L,Reference experiment,"Glucose, Xylose","Glucose: 95.4 g/L, Xylose: 41.8 g/L",Not specified,Not specified,72 h,Not specified,Not specified,,,,,yes,
p20,10.1007.s00449-015-1440-5,YBS1-5,Sporolactobacillus inulinus,DLA (d-lactic acid),78.7 g/L,Fermentation with combined inhibitors,Glucose,Not specified,Not specified,Not specified,96 h,Not specified,Not specified,,,,,yes,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
p23,10.1007.s10295-016-1822-y,S. hygroscopicus 5008,Streptomyces,Val-A (Validamycin A),17.82 g/l,broth,corn powder,100 g/l,flask (shake),,,37 °C,0.1% (v/v) liquid paraffin,,,afsR;catalase;soxR;ugp;valABC;valG;valKlMN,,yes,
p23,10.1007.s10295-016-1822-y,S. hygroscopicus 5008,Streptomyces,Val-A (Validamycin A),15.50 g/l,broth,corn powder,100 g/l,flask (shake),,,37 °C,0.05% (v/v) n-dodecane,,,afsR;catalase;soxR;ugp;valABC;valG;valKlMN,,yes,
p23,10.1007.s10295-016-1822-y,S. hygroscopicus 5008,Streptomyces,Val-A (Validamycin A),15.87 g/l,broth,corn powder,100 g/l,flask (shake),,,37 °C,0.05% (v/v) n-hexadecane,,,afsR;catalase;soxR;ugp;valABC;valG;valKlMN,,yes,
,,,,,,,,,,,,,,,,,,,
p24,10.1007.s10295-016-1872-1,ADP1pykF,Acinetobacter baylyi,WEs (wax esters),0.006 ± 0.000 mol/mol,minimal,glucose,50 g/l,batch,,26 h,,,A. baylyi ADP1,,pykF,,yes,
p24,10.1007.s10295-016-1872-1,ADP1pykF,Acinetobacter baylyi,WEs (wax esters),0.055 ± 0.002 g/g,minimal,glucose,50 g/l,batch,,26 h,,,A. baylyi ADP1,,pykF,,yes,
p24,10.1007.s10295-016-1872-1,ADP1pykF,Acinetobacter baylyi,total lipids (total lipids),0.055 g/g,minimal,glucose,50 g/l,batch,,26 h,,,A. baylyi ADP1,,pykF,,yes,
p24,10.1007.s10295-016-1872-1,ADP1ΔrmlA_pykF,Acinetobacter baylyi,WEs (wax esters),0.011 ± 0.001 mol/mol,minimal,glucose,50 g/l,batch,,26 h,,,ADP1ΔrmlA,rmlA,pykF,,yes,
p24,10.1007.s10295-016-1872-1,ADP1ΔrmlA_pykF,Acinetobacter baylyi,WEs (wax esters),0.056 ± 0.005 g/g,minimal,glucose,50 g/l,batch,,26 h,,,ADP1ΔrmlA,rmlA,pykF,,yes,
p24,10.1007.s10295-016-1872-1,ADP1ΔrmlA_pykF,Acinetobacter baylyi,total lipids (total lipids),0.056 g/g,minimal,glucose,50 g/l,batch,,26 h,,,ADP1ΔrmlA,rmlA,pykF,,yes,
,,,,,,,,,,,,,,,,,,,
p25,10.1007.s10295-020-02319-y,E. coli W Δ4 IB4,Escherichia coli,CO2 (carbon dioxide),52% of the theoretical maximum,minimal medium,glucose,50 g/l,pulsed fed-batch (batch 3),,,,aerobic,E. coli W,,adhA;ilvC;ilvC_mut;ilvD,adhA;adhA_mut;alsS;budB;kdcA,KO,
p25,10.1007.s10295-020-02319-y,E. coli W Δ4,Escherichia coli,biomass (biomass),0.25 Cmol Cmol−1,chemically defined medium,glucose,50 g/l,batch,,,,aerobic,E. coli W,,,,KO,
p25,10.1007.s10295-020-02319-y,E. coli W Δ4,Escherichia coli,isobutanol (isobutanol),7.7 ± 0.2 g/l,defined medium,glucose,50 g/l,batch,6.8,,30 °C,aerobic,E. coli W,,,,KO,
p25,10.1007.s10295-020-02319-y,E. coli W Δ4,Escherichia coli,isobutanol (isobutanol),6.6 ± 0.4 g/l,defined medium,glucose,50 g/l,batch,6.8,,30 °C,microaerobic,E. coli W,,,,KO,
p25,10.1007.s10295-020-02319-y,E. coli W Δ4,Escherichia coli,isobutanol (isobutanol),0.25 Cmol/Cmol,chemically defined medium,glucose,8 g/l,serum bottles,,48 h,37 °C,microaerobic,E. coli W,,,,KO,
p25,10.1007.s10295-020-02319-y,E. coli W Δ4,Escherichia coli,pyruvate (pyruvate),5.0 ± 0.4 g/l,defined medium,glucose,50 g/l,batch,6.8,,30 °C,aerobic,E. coli W,,,,KO,
p25,10.1007.s10295-020-02319-y,E. coli W,Escherichia coli,isobutanol (isobutanol),0.9 ± 0.1 g/l,defined medium,glucose,50 g/l,batch,6.8,,30 °C,aerobic,,,,,yes,
p25,10.1007.s10295-020-02319-y,E. coli W,Escherichia coli,isobutanol (isobutanol),4.9 ± 0.4 g/l,defined medium,glucose,50 g/l,batch,6.8,,30 °C,microaerobic,,,,,yes,
p25,10.1007.s10295-020-02319-y,E. coli W ∆ldhA ∆adhE ∆pta ∆frdA IB4,Escherichia coli,isobutanol (isobutanol),15.6 ± 0.5 g/l,minimal medium,glucose,50 g/l,pulsed fed-batch,,,,aerobic,,,adhA;ilvC;ilvC_mut;ilvD,adhA;adhA_mut;alsS;budB;kdcA,KO,
p25,10.1007.s10295-020-02319-y,E. coli W ∆ldhA ∆adhE ∆pta ∆frdA IB4,Escherichia coli,isobutanol (isobutanol),19.6 ± 1.8 g/l,cheese whey medium,lactose,50 g/l,pulsed fed-batch,,,,aerobic,,,adhA;ilvC;ilvC_mut;ilvD,adhA;adhA_mut;alsS;budB;kdcA,KO,
p25,10.1007.s10295-020-02319-y,E. coli W ∆ldhA ∆adhE ∆pta ∆frdA IB4,Escherichia coli,isobutanol (isobutanol),39% of the theoretical maximum,cheese whey medium,lactose,50 g/l,pulsed fed-batch,,,,aerobic,,,adhA;ilvC;ilvC_mut;ilvD,adhA;adhA_mut;alsS;budB;kdcA,KO,
,,,,,,,,,,,,,,,,,,,
p26,10.1007.s10529-008-9906-z,AJ12741,Escherichia coli,acetic acid (acetic acid),10.8 g/l,PP medium,glucose,40 g/l,200 ml baffled flask,7,84 h,37°C,limited,,,,,yes,
p26,10.1007.s10529-008-9906-z,AJ12741,Escherichia coli,l-phenylalanine (l-phenylalanine),3.5 g/l,PP medium,glucose,40 g/l,200 ml baffled flask,7,84 h,37°C,limited,,,,,yes,
p26,10.1007.s10529-008-9906-z,AJ12741/pHYGG,Escherichia coli,acetic acid (acetic acid),3.1 g/l,PP medium,glucose,40 g/l,200 ml baffled flask,7,84 h,37°C,limited,AJ12741,,yggG,,yes,
p26,10.1007.s10529-008-9906-z,AJ12741/pHYGG,Escherichia coli,acetic acid (acetic acid),0.12 g acetic acid g glucose−1,PP medium,glucose,40 g/l,200 ml baffled flask,7,84 h,37°C,limited,AJ12741,,yggG,,yes,
p26,10.1007.s10529-008-9906-z,AJ12741/pHYGG,Escherichia coli,l-phenylalanine (l-phenylalanine),0.16 g/g,PP medium,glucose,40 g/l,200 ml baffled flask,7,84 h,37°C,limited,AJ12741,,yggG,,yes,
,,,,,,,,,,,,,,,,,,,
p27,10.1007.s10529-018-2580-x,BW03,Escherichia coli,caffeic acid (caffeic acid),87.7 mg/L,M9Y,Glucose,20 g/L,"Flask, batch",,48 h,30 °C,200 rpm,E. coli BL21 (DE3),,,HpaBC;RgTAL,yes,
p27,10.1007.s10529-018-2580-x,BTAL01,Escherichia coli,caffeic acid (caffeic acid),138.5 mg/L,M9Y,Glucose,20 g/L,"Flask, batch",,48 h,30 °C,200 rpm,BTAL,pheA;trpE;tyrR,,HpaBC;RgTAL,yes,
p27,10.1007.s10529-018-2580-x,BTAL02,Escherichia coli,caffeoylmalic acid (caffeoylmalic acid),0.079 g/L,M9Y,Glucose,20 g/L,"Flask, batch",,48 h,30 °C,200 rpm,BTAL,pheA;trpE;tyrR,,At4CL2;HCT2;HpaBC;RgTAL,yes,
p27,10.1007.s10529-018-2580-x,BTAL02,Escherichia coli,p-coumaroylmalic acid (p-coumaroylmalic acid),210.5 mg/L,M9Y,Glucose,20 g/L,"Flask, batch",,48 h,30 °C,200 rpm,BTAL,pheA;trpE;tyrR,,At4CL2;HCT2;HpaBC;RgTAL,yes,
p27,10.1007.s10529-018-2580-x,BTAL03,Escherichia coli,caffeoylmalic acid (caffeoylmalic acid),0.5701 g/L,M9Y,Glucose,20 g/L,"Flask, batch",,72 h,30 °C,200 rpm,BTAL,pheA;trpE;tyrR,,,he,
,,,,,,,,,,,,,,,,,,,
p28,10.1007.s11274-023-03705-1,SC-TD5 I M,Escherichia coli,4-HIL (4-hydroxyisoleucine),140.9 mM,optimized fermentation medium,C6H12O6•H2O,140 g/L,shake flask,,144 h,30 °C,200 rpm,C. glutamicum SN01,,,ido;ido M,yes,
p28,10.1007.s11274-023-03705-1,SC-TD5 I M,Escherichia coli,Ile (Isoleucine),140.9 ± 11.5 mM,optimized fermentation medium,C6H12O6•H2O,140 g/L,shake flask,,144 h,30 °C,200 rpm,C. glutamicum SN01,,,ido;ido M,yes,
p28,10.1007.s11274-023-03705-1,SC01,Escherichia coli,4-HIL (4-hydroxyisoleucine),14.8 ± 1.1 mM,optimized fermentation medium,C6H12O6•H2O,140 g/L,shake flask,,144 h,30 °C,200 rpm,SC00,ldhA;odhA;pyk2,,ido;ido M,yes,
p28,10.1007.s11274-023-03705-1,SC01,Escherichia coli,Ile (Isoleucine),170.1 mM,optimized fermentation medium,C6H12O6•H2O,140 g/L,shake flask,,144 h,30 °C,200 rpm,SC00,ldhA;odhA;pyk2,,ido;ido M,yes,
p28,10.1007.s11274-023-03705-1,SC01,Escherichia coli,L-aspartate (Asp)-family amino acids (L-aspartate (Asp)-family amino acids),37.7%,LBB,glucose,140 g/L,shake flask,,144 h,30 °C,200 rpm,SC00,ldhA;odhA;pyk2,,ido;ido M,yes,
p28,10.1007.s11274-023-03705-1,SC01,Escherichia coli,Lys (L-lysine),34.8 mM,LBB,glucose,140 g/L,shake flask,,144 h,30 °C,200 rpm,SC00,ldhA;odhA;pyk2,,ido;ido M,yes,
p28,10.1007.s11274-023-03705-1,SC02,Escherichia coli,4-HIL (4-hydroxyisoleucine),2.0 mM,optimized fermentation medium,C6H12O6•H2O,140 g/L,shake flask,,144 h,30 °C,200 rpm,SC00,ldhA;odhA;pyk2,,ido;ido M,yes,
p28,10.1007.s11274-023-03705-1,SC02,Escherichia coli,L-aspartate (Asp)-family amino acids (L-aspartate (Asp)-family amino acids),18.4%,LBB,glucose,140 g/L,shake flask,,144 h,30 °C,200 rpm,SC00,ldhA;odhA;pyk2,,ido;ido M,yes,
